""	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"B1"	"B10"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"C1"	"C2"	"C3"	"C4"	"C5"	"D1"	"D2"	"D3"	"D4"	"D5"	"E1"	"E2"	"E3"	"E4"	"E5"	"F1"	"F2"	"F3"	"F4"	"F5"	"G1"	"G2"	"G3"	"G4"	"G5"
"A0A060HHP4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9206100	0	11068000	0	8128000	0	0	7032000	6839800	0	0	0	0	0	0	10796000	8300400	11576000	10242000	0	10441000	0	10570000	13872000	16554000	0	0	0	0	0
"A0A060HHQ0"	11172000	11354000	9153000	7912100	8102700	7940300	10302000	0	9619800	14773000	7714200	11352000	14840000	0	12299000	10196000	10761000	10099000	11414000	8545100	9981700	6972900	7984500	13280000	9783700	11775000	7520500	8915100	8947200	9085300	10434000	10813000	12644000	11095000	9291400	10185000	8650800	13654000	11377000	10111000	11545000	10360000	10199000	12995000
"A0A060HHQ4"	64973000	70007000	116660000	78849000	96040000	81764000	85237000	66081000	64667000	302640000	98357000	124410000	88554000	194620000	150370000	79067000	125120000	85768000	113450000	76621000	81246000	55548000	52589000	54396000	70706000	88919000	65041000	88663000	84528000	61217000	44644000	49813000	69429000	54008000	37055000	49344000	66253000	46709000	61927000	61668000	53989000	35743000	74698000	61507000
"A0A060HHQ7"	16827000	0	0	27883000	24850000	26513000	0	0	0	0	53936000	125220000	0	0	0	29981000	91935000	32395000	29062000	29796000	65896000	24172000	0	0	0	30511000	35895000	0	0	0	0	0	0	32021000	0	0	0	0	0	0	0	0	0	0
"A0A060HHQ8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3339000	0	0	0	0	0	0	0	0	0	0
"A0A060HHR1"	20036000	15244000	21551000	19701000	16938000	21157000	21917000	15176000	13088000	31724000	13728000	33477000	19464000	27420000	26616000	24649000	17624000	23583000	18020000	20521000	26370000	13151000	20981000	15066000	17741000	0	20599000	18014000	15260000	21204000	20411000	28495000	22242000	22395000	17576000	23981000	20606000	26267000	28678000	20041000	14299000	17798000	18069000	18179000
"A0A060HHT4"	13494000	10237000	21615000	13908000	13301000	28721000	14485000	11314000	13275000	22307000	14351000	26647000	24560000	15816000	19614000	16641000	11846000	22104000	19780000	15002000	23861000	12632000	19402000	14388000	18171000	15276000	16601000	12790000	14395000	14174000	14753000	27874000	17181000	19423000	11828000	18141000	15297000	19835000	15441000	13557000	13612000	16161000	17207000	12083000
"A0A060HHT8"	0	0	0	0	0	0	0	0	0	0	0	8512800	0	0	0	0	0	0	0	0	0	0	9816100	0	6795700	0	0	0	0	0	0	0	15679000	11209000	0	0	0	0	0	0	0	0	0	0
"A0A060HHU9"	7298200	6123100	0	0	0	5642000	0	0	6200200	0	0	0	0	0	6609000	0	5931300	0	6333500	9267700	0	0	9148400	10286000	0	9666100	0	7176400	8717600	10327000	12084000	9140400	9205500	14746000	11290000	11884000	8557700	12311000	9445600	9716600	9590700	9195500	13643000	11289000
"A0A060HHV8"	10116000	9267300	8702100	10237000	9227700	10757000	9256300	14079000	9092600	0	8258400	11043000	0	0	9068700	9401900	0	10977000	9317800	9945100	9864600	9015300	12314000	8468100	12612000	1.2e+07	8465200	8278600	10316000	7862900	10093000	12465000	12523000	12008000	7972800	9425800	8819100	11844000	13317000	13079000	12337000	10936000	9214900	11431000
"A0A060HHW1"	240570000	64348000	2291800	223150000	10965000	2336600	4227200	0	152570000	0	0	0	0	0	0	0	0	0	0	407570000	356040000	495990000	405380000	476940000	123290000	195110000	0	296450000	321750000	0	0	0	0	0	0	0	0	0	0	349310000	335970000	258780000	113940000	294440000
"A0A060HHX9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1098800	0	0	0	0	0	0	0
"A0A060HHY9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2631900	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HI01"	29649000	42743000	79503000	48067000	36275000	40784000	36463000	0	32361000	51734000	43303000	71306000	69914000	73172000	87431000	57535000	47631000	46470000	48115000	36420000	53025000	34090000	28890000	31013000	32301000	28698000	35588000	39928000	26471000	63397000	75026000	72741000	67703000	57491000	0	26986000	0	31310000	40618000	26948000	33449000	23775000	29779000	27083000
"A0A060HI05"	86439000	131260000	96149000	91162000	105480000	110530000	104310000	110150000	113130000	8801100	119080000	111270000	13327000	8795000	60933000	114570000	134150000	112470000	120370000	89894000	99580000	108200000	106980000	88430000	103550000	101050000	80577000	103870000	95609000	119620000	133790000	147090000	127110000	122100000	110460000	90927000	110670000	111260000	118740000	97800000	122800000	126090000	112100000	114880000
"A0A060HI10"	58400000	58516000	84342000	63856000	57988000	54767000	60240000	57056000	60750000	36898000	56766000	70048000	47602000	26964000	62218000	46885000	69570000	52148000	46224000	66334000	64725000	53316000	54266000	57711000	54765000	62918000	58758000	58377000	56987000	58184000	56546000	54697000	63404000	57226000	64205000	41980000	52264000	55851000	63700000	54897000	58281000	51484000	55418000	47044000
"A0A060HI14"	7497300	0	0	4685300	0	8249000	5731400	0	0	0	0	0	0	0	0	0	0	4929000	0	9679500	0	0	5475800	8193200	8470000	0	0	8802000	5235100	0	0	0	0	0	0	0	0	4191000	0	0	0	0	0	0
"A0A060HI22"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1763200	0	0	0	0	0	0	0	0
"A0A060HI25"	81898000	75650000	76935000	69006000	65011000	76850000	55427000	41330000	60858000	71658000	51944000	69548000	74332000	58758000	94177000	76001000	52009000	62617000	64241000	76101000	59084000	60332000	67826000	53912000	57983000	55090000	38054000	61683000	56699000	60356000	61263000	79441000	70115000	81342000	57042000	45871000	44356000	49445000	36208000	46811000	57223000	52384000	41150000	46657000
"A0A060HI34"	0	0	0	9340300	0	0	0	0	8246700	0	0	0	0	0	0	0	0	0	0	8855000	0	11496000	9748500	9324200	0	11195000	6855000	9648800	0	0	0	0	0	0	0	0	0	0	0	9329900	7301800	0	0	0
"A0A060HI46"	73409000	69993000	99383000	89988000	78280000	92999000	81477000	61669000	59250000	68494000	74882000	97675000	68723000	59251000	112160000	88025000	106140000	82271000	77729000	88328000	83999000	61539000	60924000	83454000	63610000	74126000	75584000	66019000	67791000	80203000	98505000	105550000	92703000	94700000	69086000	81323000	71100000	69350000	82788000	60670000	71221000	60888000	66392000	54733000
"A0A060HI51"	435360000	357760000	453390000	351700000	390990000	376900000	364120000	357420000	353880000	533610000	372250000	446390000	498220000	419520000	460750000	446970000	366600000	502030000	412200000	368290000	375400000	337220000	399750000	381960000	445050000	351750000	357010000	339040000	348620000	428850000	451360000	481570000	481130000	474550000	435700000	440840000	422250000	418100000	434310000	369660000	388280000	417510000	374980000	339410000
"A0A060HI59"	124500000	128190000	68608000	117180000	124910000	95013000	114290000	147710000	109950000	75843000	145140000	61348000	93096000	107220000	95808000	90460000	107620000	104740000	107310000	114460000	99117000	151880000	105230000	149140000	125510000	135890000	110150000	1.6e+08	153800000	106190000	97413000	55946000	86481000	101690000	95150000	90562000	118330000	80222000	61334000	131340000	91883000	104170000	127580000	124930000
"A0A060HI62"	38940000	44028000	77878000	42989000	45851000	52981000	42148000	46937000	45670000	34177000	48517000	37695000	53230000	31607000	54237000	52227000	38067000	57493000	48010000	42282000	41936000	44912000	45804000	36127000	37631000	40404000	39872000	43980000	39520000	46969000	41430000	57934000	48803000	48605000	51867000	43667000	36241000	50984000	34939000	36987000	51337000	44071000	43640000	38502000
"A0A060HI65"	3706500	3843400	0	0	0	0	4845900	0	4008700	0	0	0	0	0	0	0	0	3888900	4890200	3616600	0	3337400	3922000	0	3679800	0	0	0	0	0	0	3817400	3718100	2526500	3464800	4643000	0	6002500	4352200	0	4730300	4331300	5426400	0
"A0A060HI66"	0	0	0	10535000	10977000	0	0	0	0	0	0	0	0	0	0	0	13423000	0	0	14389000	11413000	17868000	0	13561000	0	14415000	13608000	10701000	11656000	16296000	13741000	12549000	12231000	17437000	22474000	16937000	23616000	13195000	22548000	16555000	16158000	18055000	17196000	12680000
"A0A060HI70"	43324000	38121000	71494000	70668000	45838000	43026000	64507000	53262000	51601000	0	59082000	68846000	26063000	0	55175000	49510000	70474000	59600000	56541000	61635000	65522000	48637000	49633000	42528000	45615000	56975000	58618000	47759000	58360000	56054000	51118000	55555000	59566000	72546000	62040000	91198000	69502000	63703000	74748000	49041000	40516000	47543000	70173000	37899000
"A0A060HI72"	635060000	505540000	443520000	582740000	669700000	5.1e+08	606140000	570170000	567120000	222510000	477160000	376680000	284880000	245900000	278900000	393970000	488440000	396350000	4.28e+08	551560000	412050000	477800000	606020000	497290000	556800000	465530000	605400000	596770000	534830000	476940000	344390000	341190000	371170000	365280000	576180000	380310000	578910000	396430000	441730000	569910000	527470000	534830000	573150000	526490000
"A0A060HI74"	20147000	16995000	26604000	21175000	15787000	16779000	18166000	16067000	19014000	21723000	16496000	31568000	25823000	0	23354000	23235000	25944000	26013000	19125000	21395000	23161000	18597000	21756000	23054000	23695000	23598000	18198000	23307000	21221000	18765000	19259000	26108000	20490000	15421000	19279000	19605000	18988000	20802000	0	17841000	17214000	19392000	16338000	16664000
"A0A060HI75"	0	8148900	0	0	0	14438000	11624000	13748000	10230000	0	0	0	0	0	0	0	0	0	0	8771500	7488400	12790000	8016400	0	10587000	12201000	12330000	6947800	13297000	0	0	0	0	0	0	0	0	0	0	11650000	13792000	10054000	16874000	12975000
"A0A060HI78"	67380000	73833000	100340000	61230000	70602000	65798000	64515000	63766000	62823000	0	72604000	67402000	13954000	8079100	35192000	92701000	68433000	85015000	88093000	69005000	74042000	54937000	70319000	59448000	64748000	56678000	65186000	58403000	64027000	105660000	97967000	106560000	102520000	108520000	83218000	78841000	82752000	82242000	99431000	65739000	70077000	79768000	72230000	74182000
"A0A060HI81"	61645000	93276000	70261000	79975000	85235000	113410000	114360000	222310000	80349000	0	94127000	31571000	15328000	13035000	21486000	53858000	105570000	87157000	88790000	65312000	49724000	90453000	97323000	102250000	70435000	76149000	9.7e+07	104980000	101510000	42410000	42369000	31714000	83972000	93653000	100410000	51408000	47098000	54749000	23965000	100660000	132110000	86957000	124390000	100890000
"A0A060HI82"	232940000	252230000	112460000	213590000	266940000	224240000	214330000	237440000	228680000	441040000	538070000	379840000	734440000	707350000	676910000	619190000	306900000	612190000	605450000	211960000	203460000	279310000	266540000	231940000	184670000	178920000	200120000	252540000	231370000	835090000	711590000	747990000	655920000	553680000	720170000	557970000	505500000	424080000	305640000	207130000	247380000	201180000	236020000	212920000
"A0A060HI87"	25029000	25720000	29993000	24741000	23485000	24808000	26781000	21340000	23708000	0	24299000	14800000	18987000	0	21231000	19259000	22527000	19794000	20407000	23277000	24036000	23880000	22831000	23397000	22174000	27393000	24861000	26353000	27661000	14605000	12869000	13754000	14122000	15974000	19272000	23203000	19755000	16229000	26531000	21164000	20585000	20054000	25778000	23597000
"A0A060HI89"	0	0	0	0	0	0	2583500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HI98"	71664000	62154000	80851000	60247000	68541000	70731000	80686000	66997000	72753000	0	82811000	63815000	34584000	0	55842000	66292000	86871000	57701000	70449000	77294000	77189000	71109000	66551000	66687000	78568000	89908000	77658000	76250000	71313000	52084000	52937000	42351000	47339000	58871000	65793000	65097000	71029000	61385000	67922000	70482000	72976000	64689000	68405000	68267000
"A0A060HIA2"	38675000	40813000	23137000	44664000	57859000	24627000	22535000	29035000	38567000	0	0	0	0	0	0	20413000	0	33410000	29620000	36982000	39822000	58018000	39030000	43319000	34599000	0	40641000	64030000	54289000	27709000	31301000	14834000	21437000	21777000	29001000	18151000	28918000	17621000	0	32229000	27670000	25338000	30556000	26161000
"A0A060HIA6"	9670700	10475000	11717000	0	9162900	8729100	11754000	9469800	11360000	0	0	0	0	0	0	0	0	13031000	10723000	10022000	14326000	0	10276000	0	10374000	0	10330000	0	10996000	0	0	0	13907000	10796000	11105000	10837000	0	13242000	15536000	12169000	11710000	11935000	10964000	12709000
"A0A060HIA8"	34220000	29170000	46885000	37922000	32206000	30747000	34768000	30422000	28253000	11370000	27675000	15966000	11153000	12203000	12768000	23251000	29769000	20256000	25336000	33688000	35670000	33234000	29771000	38380000	27417000	41535000	30039000	35412000	37872000	16380000	11772000	10321000	11992000	17811000	20353000	28828000	31290000	24528000	22449000	35092000	27634000	28170000	36578000	33839000
"A0A060HIA9"	193230000	212570000	176730000	227640000	224260000	174920000	237970000	279710000	222630000	88140000	252100000	103400000	119660000	166940000	137590000	130240000	218320000	158400000	135240000	237190000	186230000	278810000	237490000	241750000	177990000	240660000	250080000	290030000	237680000	251890000	190660000	154550000	135150000	135540000	241190000	176420000	245840000	159980000	183620000	259940000	203980000	216720000	240130000	250780000
"A0A060HIB3"	10338000	8395400	11543000	8449100	7161600	10174000	8319600	8262900	9813200	0	8211000	0	0	0	6206300	0	10078000	7077100	7304100	9768000	7874300	9248800	9021800	10081000	7426200	11094000	8413900	9152400	9104900	8724300	10277000	7516500	7341600	9114100	9911100	9571800	7525900	10561000	10251000	12797000	10557000	7874400	10855000	9617600
"A0A060HIB4"	375980000	442800000	392240000	359320000	399340000	451330000	382880000	425030000	420820000	362570000	624390000	507670000	432960000	412520000	589670000	562280000	573790000	504810000	586830000	481370000	479450000	532640000	469980000	557230000	401350000	495390000	455580000	465190000	445160000	527700000	580300000	610100000	549940000	526380000	457130000	395750000	435350000	434380000	429570000	537940000	564720000	487760000	502190000	485840000
"A0A060HIB7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3144100	0	0	3030600	3872300	0	4078900	0	0	3645100	0	0	0
"A0A060HIB8"	19130000	21629000	25450000	24184000	19553000	21041000	21849000	13165000	14463000	0	0	0	0	0	0	0	0	0	0	13760000	1.6e+07	11793000	10758000	10547000	25420000	0	18939000	16642000	12382000	10324000	0	10726000	0	13684000	0	0	0	0	0	9952300	10115000	5991900	6528400	12594000
"A0A060HIC1"	34318000	30292000	63368000	46245000	35722000	36839000	52818000	40775000	34891000	47461000	35609000	36630000	55244000	54770000	59526000	47913000	31222000	45106000	37235000	39874000	35711000	32459000	36137000	25124000	31021000	0	48793000	35683000	41039000	35658000	32275000	39350000	0	33478000	33886000	43676000	39419000	36541000	66577000	28762000	31182000	32740000	35250000	29644000
"A0A060HID0"	0	0	7877800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4868200	0	0	0	0	0	4575100	0	0	0	0	0	0	0	0	0
"A0A060HID7"	7881900	7586600	14225000	9232800	8105500	8076700	8962800	7309900	6229100	8069000	0	14181000	0	0	9036400	8573300	0	9839300	6240300	9374800	8191500	6091900	6106100	7253900	9290300	7739800	7274700	6621500	6562300	7161400	5520200	6394600	6025400	4976800	8083700	7837600	8143700	7071700	10802000	7126900	6509900	6090300	7922500	0
"A0A060HIE0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243980000	0	0	0	0	0	0	0	0	173780000	0	0	0	0	0	0	183970000	0	0	0	166770000	0	0	0	0
"A0A060HIE3"	10429000	8036200	18918000	13183000	9184600	13634000	20092000	0	16056000	0	0	0	0	0	0	0	18039000	6201000	8295800	20519000	0	13561000	16418000	15178000	16059000	26115000	20043000	12680000	15403000	8213800	0	0	0	10459000	10639000	22088000	20776000	13797000	22170000	13651000	13366000	15657000	21659000	17017000
"A0A060HIE5"	0	12256000	0	0	0	0	0	0	11367000	0	0	7031000	0	0	0	0	0	0	0	10045000	0	0	14500000	0	0	0	0	0	13827000	0	0	0	0	0	0	0	0	0	7876800	0	12810000	0	0	0
"A0A060HIE7"	8374500	8480100	8925200	9786500	9657600	9146700	9193700	9194600	11514000	0	8287500	0	0	0	0	7557100	8656600	6442000	4836100	11163000	9031800	0	9853200	9697200	8755600	8684000	12922000	9399000	0	7127300	0	4697400	6712200	8719500	10150000	0	9165500	13076000	13844000	0	11611000	12169000	9238200	9452200
"A0A060HIE9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5138900	0	7074200	0	0	0	0	0	0	0	0
"A0A060HIF3"	17625000	15753000	19883000	16451000	17577000	16903000	13896000	14232000	17319000	11230000	13804000	18032000	13647000	0	20011000	17669000	13142000	13647000	15496000	18465000	19509000	15880000	17961000	24305000	16149000	17864000	18607000	16508000	14692000	17121000	17115000	19218000	13512000	15019000	18290000	18392000	14663000	18085000	20786000	19622000	19525000	16382000	16472000	18076000
